file	selector	context	property	value
src/css/main/10-responsive-final.css	.share-banner-container:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)		overflow	visible
src/css/main/10-responsive-final.css	.share-banner-container:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)::before		border-bottom	0
src/css/main/10-responsive-final.css	.share-banner-container:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)		border-bottom	0
src/css/main/10-responsive-final.css	.share-banner-container:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)		background-image	none
src/css/main/10-responsive-final.css	.share-banner-container:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)		background-color	var(--avf-surface-top, #071b21)
src/css/main/10-responsive-final.css	.share-banner-container:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)		background	var(--avf-surface-top, #071b21)
src/css/main/09-top-suggestions.css	.av-news-led-line	@media (prefers-reduced-motion: reduce)	--av-news-led-angle	72deg
src/css/main/09-top-suggestions.css	.av-news-led-line	@media (prefers-reduced-motion: reduce)	animation-delay	0s
src/css/main/09-top-suggestions.css	.av-news-led-line	@media (prefers-reduced-motion: reduce)	animation	none
src/css/main/09-top-suggestions.css	.av-news-led-line		animation-delay	-2s
src/css/main/09-top-suggestions.css	.av-news-led-line		animation	avNewsLedGradientRun 8s linear infinite
src/css/main/09-top-suggestions.css	.av-news-led-line		offset-rotate	0deg
src/css/main/09-top-suggestions.css	.av-news-led-line		offset-distance	0
src/css/main/09-top-suggestions.css	.av-news-led-line		offset-path	none
src/css/main/09-top-suggestions.css	.av-news-led-line		box-shadow	none
src/css/main/09-top-suggestions.css	.av-news-led-line		background	"conic-gradient(
    from var(--av-news-led-angle),
    transparent 0deg 268deg,
    rgba(39, 164, 221, .02) 278deg,
    rgba(48, 194, 221, .08) 294deg,
    rgba(61, 216, 216, .18) 315deg,
    rgba(80, 232, 214, .34) 336deg,
    rgba(139, 255, 229, .68) 354deg,
    rgba(70, 218, 215, .12) 359deg,
    transparent 360deg
  )"
src/css/main/09-top-suggestions.css	.av-news-led-line		opacity	.78
src/css/main/09-top-suggestions.css	.av-news-led-line		border-radius	inherit
src/css/main/09-top-suggestions.css	.av-news-led-line		height	auto
src/css/main/09-top-suggestions.css	.av-news-led-line		width	auto
src/css/main/09-top-suggestions.css	.av-news-led-line		inset	0
src/css/main/09-top-suggestions.css	.av-news-led-track		border-radius	23px
src/css/main/09-top-suggestions.css	.av-news-led-track		inset	-3px
src/css/main/08-news-and-effects.css	.av-news-led-line	@media (prefers-reduced-motion: reduce)	--av-news-led-angle	72deg
src/css/main/08-news-and-effects.css	.av-news-led-line	@media (prefers-reduced-motion: reduce)	animation-delay	0s
src/css/main/08-news-and-effects.css	.av-news-led-line	@media (prefers-reduced-motion: reduce)	animation	none
src/css/main/08-news-and-effects.css	.av-news-led-line		animation-delay	-2s
src/css/main/08-news-and-effects.css	.av-news-led-line		animation	avNewsLedGradientRun 8s linear infinite
src/css/main/08-news-and-effects.css	.av-news-led-line		transform	none
src/css/main/08-news-and-effects.css	.av-news-led-line		offset-rotate	0deg
src/css/main/08-news-and-effects.css	.av-news-led-line		offset-distance	0
src/css/main/08-news-and-effects.css	.av-news-led-line		offset-path	none
src/css/main/08-news-and-effects.css	.av-news-led-line		box-shadow	none
src/css/main/08-news-and-effects.css	.av-news-led-line		background	"conic-gradient(
    from var(--av-news-led-angle),
    transparent 0deg 268deg,
    rgba(39, 164, 221, .02) 278deg,
    rgba(48, 194, 221, .08) 294deg,
    rgba(61, 216, 216, .18) 315deg,
    rgba(80, 232, 214, .34) 336deg,
    rgba(139, 255, 229, .68) 354deg,
    rgba(70, 218, 215, .12) 359deg,
    transparent 360deg
  )"
src/css/main/08-news-and-effects.css	.av-news-led-line		opacity	.78
src/css/main/08-news-and-effects.css	.av-news-led-line		border-radius	inherit
src/css/main/08-news-and-effects.css	.av-news-led-line		height	auto
src/css/main/08-news-and-effects.css	.av-news-led-line		width	auto
src/css/main/08-news-and-effects.css	.av-news-led-line		inset	0
src/css/main/08-news-and-effects.css	.av-news-led-track		border-radius	23px
src/css/main/08-news-and-effects.css	.av-news-led-track		overflow	visible
src/css/main/08-news-and-effects.css	.av-news-led-track		z-index	0
src/css/main/08-news-and-effects.css	.av-news-led-track		inset	-3px
src/css/main/08-news-and-effects.css	.av-news-led-line	@media (prefers-reduced-motion: reduce)	animation-delay	0s
src/css/main/08-news-and-effects.css	.av-news-led-line	@media (prefers-reduced-motion: reduce)	animation	none
src/css/main/08-news-and-effects.css	.av-news-led-line		transform	none
src/css/main/08-news-and-effects.css	.av-news-led-line		offset-rotate	0deg
src/css/main/08-news-and-effects.css	.av-news-led-line		background-repeat	no-repeat
src/css/main/08-news-and-effects.css	.av-news-led-line	@media (prefers-reduced-motion: reduce)	animation	none
src/css/main/08-news-and-effects.css	.av-news-led-line		transform	none
src/css/main/08-news-and-effects.css	.av-news-led-line		offset-rotate	0deg
src/css/main/08-news-and-effects.css	.av-news-led-line		offset-distance	0
src/css/main/08-news-and-effects.css	.av-news-led-line		offset-path	none
src/css/main/08-news-and-effects.css	.av-news-led-line		box-shadow	none
src/css/main/08-news-and-effects.css	.av-news-led-line		background-repeat	no-repeat
src/css/main/08-news-and-effects.css	.av-news-led-line		height	auto
src/css/main/08-news-and-effects.css	.av-news-led-line		width	auto
src/css/main/08-news-and-effects.css	.av-news-led-line		inset	0
src/css/main/08-news-and-effects.css	.av-news-led-track		overflow	visible
src/css/main/08-news-and-effects.css	.av-news-led-line		box-shadow	none
src/css/main/08-news-and-effects.css	.av-news-led-line		opacity	.94
src/css/main/08-news-and-effects.css	.av-news-led-line		border-radius	50%
src/css/main/08-news-and-effects.css	.av-news-led-line		opacity	.78
src/css/main/08-news-and-effects.css	.av-news-led-track		z-index	0
src/css/main/08-news-and-effects.css	.av-news-led-line	@media (prefers-reduced-motion: reduce)	animation	none
src/css/main/08-news-and-effects.css	.av-news-led-line		offset-anchor	center
src/css/main/08-news-and-effects.css	.av-news-led-line		offset-distance	0%
src/css/main/08-news-and-effects.css	.av-news-led-line		left	0
src/css/main/08-news-and-effects.css	.av-news-led-line		top	0
src/css/main/08-news-and-effects.css	.av-news-featured		isolation	isolate
src/css/main/08-news-and-effects.css	.av-news-featured		overflow	visible
src/css/main/08-news-and-effects.css	.av-news-featured		overflow	visible
src/css/main/07-layout-adjustments.css	.av-news-read	@media (max-width: 400px)	width	116px
src/css/main/07-layout-adjustments.css	.av-news-featured-controls	@media (max-width: 400px)	gap	10px
src/css/main/07-layout-adjustments.css	.av-news-featured-controls	@media (max-width: 400px)	grid-template-columns	116px minmax(0, 1fr)
src/css/main/07-layout-adjustments.css	.av-news-featured-poster	@media (max-width: 400px)	width	116px
src/css/main/07-layout-adjustments.css	.av-news-featured	@media (max-width: 400px)	gap	10px
src/css/main/07-layout-adjustments.css	.av-news-featured	@media (max-width: 400px)	grid-template-columns	116px minmax(0, 1fr)
src/css/main/07-layout-adjustments.css	.av-news-row-copy p		line-height	1.4
src/css/main/07-layout-adjustments.css	.av-news-featured-copy > p		line-height	1.5
src/css/main/07-layout-adjustments.css	.av-news-featured::after		pointer-events	none
src/css/main/07-layout-adjustments.css	.av-news-featured::after		border-radius	inherit
src/css/main/07-layout-adjustments.css	.av-news-featured::after		content	""""""
src/css/main/07-layout-adjustments.css	.av-news-featured::after		inset	0
src/css/main/07-layout-adjustments.css	.av-news-featured::after		z-index	-1
src/css/main/07-layout-adjustments.css	.av-news-featured::after		position	absolute
src/css/main/07-layout-adjustments.css	.av-news-featured::before		offset-distance	0%
src/css/main/07-layout-adjustments.css	.av-news-featured::before		left	0
src/css/main/07-layout-adjustments.css	.av-news-featured::before		top	0
src/css/main/07-layout-adjustments.css	.av-news-featured		box-shadow	"inset 0 1px rgba(255, 255, 255, .04),
    0 14px 28px rgba(0, 15, 24, .15)"
src/css/main/07-layout-adjustments.css	.av-news-featured		isolation	isolate
src/css/main/07-layout-adjustments.css	.av-news-featured		position	relative
src/css/main/07-layout-adjustments.css	.hof-container .donor-row .d-avatar		height	38px
src/css/main/07-layout-adjustments.css	.hof-container .donor-row .d-avatar		width	38px
src/css/main/07-layout-adjustments.css	.hof-container .donor-row .rank		min-width	0
src/css/main/07-layout-adjustments.css	.hof-container .donor-row		min-height	52px
src/css/main/06-favorites.css	.serii-favorite-refresh .fav-info		padding-top	0
src/css/main/06-favorites.css	.serii-favorite-refresh .fav-views		top	3px
src/css/main/06-favorites.css	.serii-favorite-refresh .fav-name		align-self	start
src/css/main/06-favorites.css	.serii-favorite-refresh .fav-info		padding-top	0
src/css/main/06-favorites.css	.serii-favorite-refresh .fav-info		justify-content	start
src/css/main/06-favorites.css	.serii-favorite-refresh .fav-info		align-content	start
src/css/main/06-favorites.css	.favorite-status-popup.is-open		pointer-events	auto
src/css/main/06-favorites.css	.favorite-status-popup.is-open		visibility	visible
src/css/main/06-favorites.css	.favorite-status-popup.is-open		opacity	1
src/css/main/06-favorites.css	.serii-favorite-refresh .fav-footer		position	relative
src/css/main/06-favorites.css	.serii-favorite-refresh .fav-action:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)		pointer-events	auto
src/css/main/06-favorites.css	.serii-favorite-refresh .fav-action		touch-action	manipulation
src/css/main/06-favorites.css	.serii-favorite-refresh .fav-action		top	-1px
src/css/main/06-favorites.css	.serii-favorite-refresh .fav-action		position	relative
src/css/main/06-favorites.css	.serii-favorite-refresh .fav-views.fav-fire::before		font-size	10px
src/css/main/06-favorites.css	.serii-favorite-refresh .fav-views.fav-fire::before		color	initial
src/css/main/06-favorites.css	.serii-favorite-refresh .fav-views.fav-fire::before		content	"""🔥"""
src/css/main/06-favorites.css	.serii-favorite-refresh .fav-tag		font-weight	900
src/css/main/06-favorites.css	.serii-favorite-refresh .fav-tag		gap	5px
src/css/main/06-favorites.css	.serii-favorite-refresh .fav-name		white-space	nowrap
src/css/main/06-favorites.css	.serii-favorite-refresh .fav-name		text-overflow	ellipsis
src/css/main/06-favorites.css	.serii-favorite-refresh .fav-name		overflow	hidden
src/css/main/06-favorites.css	.serii-favorite-refresh .fav-name		min-width	0
src/css/main/06-favorites.css	.serii-favorite-refresh .fav-info		align-content	center
src/css/main/06-favorites.css	.serii-favorite-refresh .fav-info		display	grid
src/css/main/06-favorites.css	.serii-favorite-refresh .fav-info		min-width	0
src/css/main/06-favorites.css	.serii-favorite-refresh .fav-poster		height	92px
src/css/main/06-favorites.css	.serii-favorite-refresh .fav-poster		width	68px
src/css/main/06-favorites.css	.serii-favorite-refresh .fav-card		padding	10px 11px
src/css/main/06-favorites.css	.serii-favorite-refresh .fav-card		align-items	center
src/css/main/06-favorites.css	.serii-favorite-refresh .fav-card		height	112px
src/css/main/04-sidebar-layout.css	.hot-news-section		padding	40px 10px
src/css/main/04-sidebar-layout.css	.hot-news-section		width	100%
src/css/main/03-navigation.css	.staff-activity-panel .staff-nm		white-space	nowrap
src/css/main/03-navigation.css	.staff-activity-panel .staff-nm		text-overflow	ellipsis
src/css/main/03-navigation.css	.staff-activity-panel .staff-nm		overflow	hidden
src/css/main/03-navigation.css	.staff-activity-panel		overflow	hidden
src/css/main/03-navigation.css	.staff-activity-panel		border-radius	22px
src/css/main/03-navigation.css	.top-sugestii-panel .ts-row-scores		margin-top	7px
src/css/main/03-navigation.css	.top-sugestii-panel .ts-score		font-weight	900
src/css/main/03-navigation.css	.top-sugestii-panel .ts-score		font-size	9px
src/css/main/03-navigation.css	.top-sugestii-panel .ts-score		align-items	center
src/css/main/03-navigation.css	.top-sugestii-panel .ts-score		display	flex
src/css/main/03-navigation.css	.top-sugestii-panel .ts-score-row		margin-top	13px
src/css/main/03-navigation.css	.top-sugestii-panel .ts-score-row		display	flex
src/css/main/03-navigation.css	.top-sugestii-panel .ts-feature		align-items	center
src/css/main/03-navigation.css	.top-sugestii-panel .ts-cat-main strong		line-height	1.1
src/css/main/03-navigation.css	.top-sugestii-panel .ts-cat-main		justify-content	center
src/css/main/03-navigation.css	.top-sugestii-panel .ts-cat-main		align-items	center
src/css/main/03-navigation.css	.top-sugestii-panel .ts-cat-main		display	flex
src/css/main/03-navigation.css	.top-sugestii-panel .ts-cat-arrow:hover		color	#ffffff
src/css/main/03-navigation.css	.top-sugestii-panel .ts-cat-arrow		cursor	pointer
src/css/main/03-navigation.css	.top-sugestii-panel .ts-cat-arrow		line-height	1
src/css/main/03-navigation.css	.top-sugestii-panel .ts-cat-arrow		font	inherit
src/css/main/03-navigation.css	.top-sugestii-panel .ts-cat-arrow		background	transparent
src/css/main/03-navigation.css	.top-sugestii-panel .ts-cat-arrow		padding	0
src/css/main/03-navigation.css	.top-sugestii-panel .ts-cat-arrow		border	0
src/css/main/03-navigation.css	.top-sugestii-panel .ts-cat-arrow		place-items	center
src/css/main/03-navigation.css	.top-sugestii-panel .ts-cat-arrow		display	grid
src/css/main/03-navigation.css	.top-sugestii-panel .ts-category-track		align-items	center
src/css/main/03-navigation.css	.top-sugestii-panel .ts-category-track		display	grid
src/css/main/03-navigation.css	.top-sugestii-panel .ts-category		place-items	center
src/css/main/03-navigation.css	.top-sugestii-panel .ts-category		display	grid
src/css/main/02-hall-of-fame.css	.desene-wrap .a-card .a-side .bad.bad-mini::after		margin	0
src/css/main/02-hall-of-fame.css	.desene-wrap .a-card .a-side .bad.bad-mini::after		box-shadow	0 0 6px rgba(255,200,90,0.5)
src/css/main/02-hall-of-fame.css	.desene-wrap .a-card .a-side .bad.bad-mini::after		background	linear-gradient(90deg, rgba(255,230,170,0.95), rgba(255,200,90,0.95))
src/css/main/02-hall-of-fame.css	.desene-wrap .a-card .a-side .bad.bad-mini::after		height	2px
src/css/main/02-hall-of-fame.css	.desene-wrap .a-card .a-side .bad.bad-mini::after		transform	translateX(-50%)
src/css/main/02-hall-of-fame.css	.desene-wrap .a-card .a-side .bad.bad-mini::after		position	absolute
src/css/main/02-hall-of-fame.css	.desene-wrap .a-card .a-side .bad.bad-mini::after		content	""""""
src/css/main/02-hall-of-fame.css	.desene-wrap .a-card .a-side .bad.bad-mini		position	relative
src/css/main/02-hall-of-fame.css	.hot-title-name		text-align	center
src/css/main/02-hall-of-fame.css	.hot-news-section		position	relative
src/css/main/02-hall-of-fame.css	.hof-container		border-radius	22px
src/css/main/01-foundation.css	.stire-actions .icon		position	relative
src/css/main/01-foundation.css	.stiri-anime		color	#333
src/css/main/01-foundation.css	.stiri-anime		font-family	"""Segoe UI"", Tahoma, Geneva, Verdana, sans-serif"
src/css/main/01-foundation.css	.stiri-anime		z-index	1
src/css/main/01-foundation.css	.stiri-anime		overflow	hidden
src/css/main/01-foundation.css	.stiri-anime		position	relative
src/css/main/01-foundation.css	.stiri-anime		height	680px
src/css/main/01-foundation.css	.stiri-anime		width	100%
src/css/main/01-foundation.css	.anime-wrap		z-index	50
src/css/main/01-foundation.css	.anime-wrap		position	relative
src/css/main/01-foundation.css	.serii-title		text-align	center
src/css/main/01-foundation.css	.serii-cerute		isolation	isolate
src/css/main/01-foundation.css	.serii-cerute		overflow	hidden
src/css/main/01-foundation.css	.serii-cerute		padding	10px
src/css/main/01-foundation.css	.serii-cerute		position	relative
src/css/main/01-foundation.css	.serii-cerute		height	805px
src/css/main/01-foundation.css	.serii-cerute		width	100%
src/css/main/01-foundation.css	".buttons button:hover,
.logout:hover"		animation	none
src/css/main/01-foundation.css	.info-dot img		pointer-events	none
src/css/main/01-foundation.css	.info-dot img		object-fit	contain
src/css/main/01-foundation.css	.info-dot img		height	22px
src/css/main/01-foundation.css	.info-dot img		width	22px
src/css/main/01-foundation.css	.main-container		align-items	start
src/css/main/01-foundation.css	.main-container		display	grid
src/css/main/01-foundation.css	.main-container		width	100%
src/css/com/07-comments-final.css	.comentarii-section:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)		border-inline	0
src/css/com/07-comments-final.css	.comentarii-section:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)		border-right	0
src/css/com/07-comments-final.css	.comentarii-section:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)		border-left	0
src/css/com/07-comments-final.css	.comentarii-track:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)::before, .comentarii-track:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)::after, .comentarii-content:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)::before, .comentarii-content:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)::after		display	none
src/css/com/07-comments-final.css	.comentarii-track:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)::before, .comentarii-track:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)::after, .comentarii-content:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)::before, .comentarii-content:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)::after		content	none
src/css/com/07-comments-final.css	.comentarii-content:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h), .comentarii-track:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)		box-shadow	none
src/css/com/07-comments-final.css	.comentarii-content:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h), .comentarii-track:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)		background-image	none
src/css/com/07-comments-final.css	.comentarii-content:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h), .comentarii-track:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)		background-color	transparent
src/css/com/07-comments-final.css	.comentarii-content:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h), .comentarii-track:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)		background	transparent
src/css/com/06-comments-art.css	.av10-series-meta:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)		white-space	nowrap
src/css/com/06-comments-art.css	.av10-series-meta:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)		text-overflow	ellipsis
src/css/com/06-comments-art.css	.av10-series-meta:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)		font-style	normal
src/css/com/06-comments-art.css	.av10-series-meta:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)		overflow	hidden
src/css/com/06-comments-art.css	.av10-series-copy strong:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)		white-space	nowrap
src/css/com/06-comments-art.css	.av10-series-copy strong:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)		text-overflow	ellipsis
src/css/com/06-comments-art.css	.av10-series-copy strong:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)		overflow	hidden
src/css/com/06-comments-art.css	.av10-series-copy:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)		overflow	hidden
src/css/com/06-comments-art.css	.av10-series-copy:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)		min-width	0
src/css/com/06-comments-art.css	.av10-series-copy:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)		display	block
src/css/com/04-comments-header.css	.com-category-selector .com-cat-arrow		font-size	15px
src/css/com/04-comments-header.css	.com-category-selector		gap	3px
src/css/com/04-comments-header.css	.com-category-selector		padding	0 8px 0 11px
src/css/com/04-comments-header.css	.com-category-selector		min-height	34px
src/css/com/04-comments-header.css	.com-category-selector		height	34px
src/css/com/04-comments-header.css	.comentarii-title-line::after		line-height	1
src/css/com/04-comments-header.css	.comentarii-title-line::after		font-weight	800
src/css/com/04-comments-header.css	.comentarii-title-group h2		letter-spacing	-0.045em
src/css/com/04-comments-header.css	.comentarii-title-group h2		font-weight	850
src/css/com/04-comments-header.css	.comentarii-title-group h2		font-size	30px
src/css/com/04-comments-header.css	.com-category-selector .com-cat-label		text-align	center
src/css/com/04-comments-header.css	.comentarii-tabs		margin-top	0
src/css/com/04-comments-header.css	.comentarii-top	@media (max-width: 990px)	gap	14px
src/css/com/04-comments-header.css	.comentarii-tabs		gap	7px
src/css/com/04-comments-header.css	.comentarii-top		gap	18px
src/css/com/04-comments-header.css	.comentarii-top		align-items	flex-start
src/css/com/04-comments-header.css	.comentarii-title-line::after		text-transform	uppercase
src/css/com/04-comments-header.css	.comentarii-title-line::after		line-height	1
src/css/com/04-comments-header.css	.comentarii-title-line::after		content	"""COMUNITATEA ANIVORTEX"""
src/css/com/04-comments-header.css	.comentarii-title-line		align-items	flex-start
src/css/com/04-comments-header.css	.comentarii-title-line		flex-direction	column
src/css/com/04-comments-header.css	.comentarii-title-line		display	flex
src/css/com/03-comments-refinement.css	.av10-series-arrow		align-self	center
src/css/com/03-comments-refinement.css	.av10-series-arrow		justify-self	center
src/css/com/03-comments-refinement.css	.av10-series-arrow		text-align	center
src/css/com/03-comments-refinement.css	.av10-series-arrow		padding	0
src/css/com/03-comments-refinement.css	.av10-series-arrow		line-height	1
src/css/com/03-comments-refinement.css	.av10-series-arrow		align-self	center
src/css/com/03-comments-refinement.css	.av10-series-arrow		justify-self	center
src/css/com/03-comments-refinement.css	.av10-text		line-height	1.5
src/css/com/03-comments-refinement.css	.av10-series-arrow		height	22px
src/css/com/03-comments-refinement.css	.av10-series-arrow		width	22px
src/css/com/03-comments-refinement.css	.av10-series-copy strong	@media (max-width: 620px)	font-size	11.6px
src/css/com/03-comments-refinement.css	.av10-text	@media (max-width: 1510px)	line-clamp	5
src/css/com/03-comments-refinement.css	.av10-text	@media (max-width: 1510px)	-webkit-line-clamp	5
src/css/com/03-comments-refinement.css	.av10-text		line-height	1.54
src/css/com/03-comments-refinement.css	.av10-series-arrow		line-height	1
src/css/com/03-comments-refinement.css	.av10-series-copy strong		line-height	1.12
src/css/com/03-comments-refinement.css	.av10-series::before		width	2px
src/css/com/03-comments-refinement.css	.av10-series		align-items	center
src/css/com/03-comments-refinement.css	.av10-text	@media (max-width: 620px)	font-size	12px
src/css/com/03-comments-refinement.css	.av10-text	@media (max-width: 1510px)	line-clamp	5
src/css/com/03-comments-refinement.css	.av10-text	@media (max-width: 1510px)	-webkit-line-clamp	5
src/css/com/03-comments-refinement.css	.av10-card	@media (max-width: 1510px)	grid-template-rows	64px minmax(0, 1fr) 44px
src/css/com/03-comments-refinement.css	.av10-text		line-clamp	5
src/css/com/03-comments-refinement.css	.av10-text		-webkit-line-clamp	5
src/css/com/03-comments-refinement.css	.av10-text		line-height	1.56
src/css/com/03-comments-refinement.css	.av10-series-arrow		align-self	center
src/css/com/03-comments-refinement.css	.av10-series-copy strong		letter-spacing	-0.015em
src/css/com/03-comments-refinement.css	.av10-series-copy strong		font-weight	800
src/css/com/03-comments-refinement.css	.av10-series-copy strong		color	#f3f8f7
src/css/com/03-comments-refinement.css	.av10-series-copy strong		overflow	hidden
src/css/com/03-comments-refinement.css	.av10-series-copy small		letter-spacing	0.12em
src/css/com/03-comments-refinement.css	.av10-series-copy		overflow	hidden
src/css/com/03-comments-refinement.css	.av10-series-copy		min-width	0
src/css/com/03-comments-refinement.css	.av10-series::before		width	2px
src/css/com/03-comments-refinement.css	.av10-series::before		bottom	11px
src/css/com/03-comments-refinement.css	.av10-series::before		top	11px
src/css/com/03-comments-refinement.css	.av10-series		border-radius	13px
src/css/com/03-comments-refinement.css	.av10-series		gap	10px
src/css/com/03-comments-refinement.css	.av10-message:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)		border-radius	18px
src/css/com/03-comments-refinement.css	.av10-time		line-height	1
src/css/com/03-comments-refinement.css	.av10-name		line-height	1.06
src/css/com/03-comments-refinement.css	.av10-card		grid-template-rows	68px minmax(0, 1fr) 46px
src/css/com/02-comments-layout.css	.av10-text	@media (max-width: 620px)	font-size	12px
src/css/com/02-comments-layout.css	.av10-series	@media (max-width: 1510px)	height	56px
src/css/com/02-comments-layout.css	.av10-series	@media (max-width: 1510px)	flex-basis	56px
src/css/com/02-comments-layout.css	.av10-card	@media (max-width: 1510px)	height	382px
src/css/com/02-comments-layout.css	.av10-reaction		height	36px
src/css/com/02-comments-layout.css	.av10-reactions		height	44px
src/css/com/02-comments-layout.css	.av10-text		line-clamp	6
src/css/com/02-comments-layout.css	.av10-text		-webkit-line-clamp	6
src/css/com/02-comments-layout.css	.av10-body		overflow	hidden
src/css/com/02-comments-layout.css	.av10-body		min-height	0
src/css/com/02-comments-layout.css	.av10-body		flex	1 1 auto
src/css/com/02-comments-layout.css	.av10-series-arrow		font-size	18px
src/css/com/02-comments-layout.css	.av10-series-arrow		border-radius	8px
src/css/com/02-comments-layout.css	.av10-series-copy strong		line-height	1.1
src/css/com/02-comments-layout.css	.av10-series-copy strong		margin-top	5px
src/css/com/02-comments-layout.css	.av10-series-copy small		line-height	1
src/css/com/02-comments-layout.css	.av10-series-copy		overflow	hidden
src/css/com/02-comments-layout.css	.av10-series-copy		min-width	0
src/css/com/02-comments-layout.css	.av10-series		gap	9px
src/css/com/02-comments-layout.css	.av10-series		margin	8px 8px 0
src/css/com/02-comments-layout.css	.av10-series		height	58px
src/css/com/02-comments-layout.css	.av10-series		width	calc(100% - 16px)
src/css/com/02-comments-layout.css	.av10-series		flex	0 0 58px
src/css/com/02-comments-layout.css	.av10-message		overflow	hidden
src/css/com/02-comments-layout.css	.av10-message		flex-direction	column
